freq,stk_flow,indic_fo,unit,geo\TIME_PERIOD	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,RMOV,FAWS,MIO_NAC,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20.22 	22.06 	20.22 	20.37 	: 
A,RMOV,FAWS,MIO_NAC,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	53.86 	: 	: 
A,RMOV,FAWS,MIO_NAC,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2591.6 	2455.1 	2750.88 	3447.2 	3661.2 	: 	14597 	: 
A,RMOV,FAWS,MIO_NAC,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6815 	6973.8 	7002.1 	7665.3 	7741.5 	7252.4 	6957.4 	8382.3 	: 
A,RMOV,FAWS,MIO_NAC,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1082.49 	1173.63 	1528.83 	1481.15 	1849.6 	2190.41 	2778.6 	2760.23 	3060.33 	3289.16 	3762.97 	4061.83 	: 
A,RMOV,FAWS,MIO_NAC,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	117.12 	123.89 	159.33 	152.29 	163.82 	160.49 	154.32 	153.95 	126.74 	172.99 	232.28 
A,RMOV,FAWS,MIO_NAC,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	206 	226 	230 	232 	246 	228 	181 	195 	: 
A,RMOV,FAWS,MIO_NAC,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	180 	179 	180 	185.5 	193.47 	: 	: 	: 	: 
A,RMOV,FAWS,THS_M3,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14869.12 s	15083.04 s	16627.52 s	19101.6 s	18460.96 s	18447.52 s	22541.28 	25158.69 	25684.74 	19634.81 	20967.35 	21960.23 	21138.59 	20398.88 	20020.46 	20592.77 	19664.76 	20705.97 	22522.65 	22159.82 	19659.39 	21652.46 	22734.04 
A,RMOV,FAWS,THS_M3,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5065.86 s	4734.5 s	5054.63 s	5352.29 s	5447.77 s	5560.09 s	5700.5 s	5633.1 s	5279.28 s	4834.5 s	5474.12 s	5824.32 s	5760.03 s	6191.51 s	6079.19 s	6079.19 s	6079.19 s	6010.85 s	6010.85 s	6010.85 s	6010.85 s	: 	: 
A,RMOV,FAWS,THS_M3,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5497.22 s	4587.11 s	5553.51 s	5553.51 s	6878.18 s	6735.69 s	7234 	6785 	7318 	5465 	6726 	7414 	7892 	6795 b	5494 	6863 	6714 	6587 	6664 	6546 	5981 	6147 	: 
A,RMOV,FAWS,THS_M3,CH	9170.01 	3671.76 	4948.13 	5108.88 	5448.4 	5605.23 	4774.11 	5254.25 	5793.84 	5579.41 	13449.41 	4416.72 	4828.37 	6067.27 	6252.49 	6493.55 	7094.5 	6592.82 	5923.52 	5647.72 	5943.4 	5824.26 	5328.39 	5531.34 	5844.84 	5284.7 	5140.09 	5451.6 	5954.46 	5269.43 	5486.24 	5886.18 p	6084.99 e
A,RMOV,FAWS,THS_M3,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	25.45 s	22.64 s	19.07 s	14.83 s	12.44 s	11.94 s	9.2 s	24.02 s	24.75 s	12.29 s	11.18 s	10.59 s	13.68 s	11.62 s	5 	5 	12.14 	14.26 	9.75 	7.46 	6 	7.66 	: 
A,RMOV,FAWS,THS_M3,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16391.8 s	16315.75 s	16505.31 s	17185.23 s	17708.5 s	17605.21 s	20066.08 s	21008.2 s	17805.7 s	17052.2 s	18576.6 s	17123.2 s	18859.24 s	17402.03 s	17566.62 s	18346.42 s	19996.84 s	22005.95 s	29159.27 s	36987.97 s	37851.77 s	: 	: 
A,RMOV,FAWS,THS_M3,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	60369.37 s	44378.4 s	47634.59 s	57527.92 s	61261.81 s	64006.59 s	70013.18 s	86241.31 s	62165.1 s	53982.94 s	61057.99 s	63198.91 s	58959.29 s	59804.48 s	82851.02 	83375.54 	79623.32 	79576.25 	88567.71 	89380.89 	95279.52 	99189.66 	: 
A,RMOV,FAWS,THS_M3,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3300.94 s	1803.66 s	1617.17 s	1819.25 s	1695.2 s	3312.45 s	2636.72 s	2869.31 s	3115.32 s	3094.3 s	3001.74 s	3237.09 s	3824.59 s	3555.62 s	3555.62 s	3915.2 s	3915.2 s	4296.25 s	3704 	3826 	3590 	: 	: 
A,RMOV,FAWS,THS_M3,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10027.92 s	11479.78 s	11817.42 s	11817.42 s	7653.18 s	6190.08 s	6077.53 s	5000 s	5400 s	6000 s	8000 s	7900 s	8100 s	8320 s	9120 s	10860 s	11670 s	13119 s	13997 s	12579 s	12179 s	: 	: 
A,RMOV,FAWS,THS_M3,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2801.98 s	2390.83 s	1986.16 s	2088.13 s	2113.94 s	1900.74 s	1949.39 s	2175.4 s	1469.22 s	1387.15 s	1376.52 s	1402.43 s	1255.42 s	1363.48 s	1787.33 s	1787.33 s	1787.33 s	1475.68 s	1813.79 s	1696.35 s	1696.35 s	: 	: 
A,RMOV,FAWS,THS_M3,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17316.64 s	18296.56 s	19152.17 s	19473.81 s	19697.51 s	18779.75 s	19003.44 s	17566.94 s	20658.63 s	17136.84 s	19844.25 s	19072.98 s	19508.33 s	19144.47 s	20081.43 s	20463.97 s	20954.17 s	19780.7 s	22210.49 s	19914.05 s	18151.52 s	: 	: 
A,RMOV,FAWS,THS_M3,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	464344.76 s	430226.63 s	442174.22 s	462288.22 s	468975.1 s	504441.36 s	476152.76 s	519799.28 s	468758.65 s	433506.86 s	485797.02 s	490052.58 s	463962.19 s	476589.69 s	510156.81 s	: 	: 	: 	568660.29 s	567925.26 s	550728.87 s	: 	: 
A,RMOV,FAWS,THS_M3,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	62443.48 s	60146.79 s	61122.66 s	62097.93 s	62278.63 s	59819.36 s	58172.41 s	64675 s	58327.44 s	48296.28 s	59690.45 s	60437.74 s	59902.24 s	65251.76 s	65294.48 s	68035.17 s	70322.62 s	72426.49 s	78167.43 s	72926.63 s	68975.66 s	: 	: 
A,RMOV,FAWS,THS_M3,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	77135.74 s	70364.5 s	64585.78 s	61761.14 s	62148.68 s	61661.33 s	62500.64 s	64091.33 s	61951.17 s	64683.89 s	66107.68 s	65054.94 s	42683.69 	44963.41 	47398.51 	46116 	47102.2 	48658.01 	53030.55 	51394.65 	47131.29 ep	51303.43 ep	: 
A,RMOV,FAWS,THS_M3,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3669 s	3468 s	3641 s	3847 s	3841 s	4018 s	4452 s	4210 s	4469 s	4242 s	4477 s	5258 s	5714 s	5436 s	5448 	5483 	5619.5 	5747.7 	5981.1 	5820.8 	5600.9 	5705 	: 
A,RMOV,FAWS,THS_M3,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7229.87 s	7118.39 s	7149.51 s	7086.54 s	6933.42 s	7276.42 s	7243.34 s	6908.92 s	6582.6 s	6409.1 s	7001.54 s	7615.89 s	7273.28 s	7399.05 s	7097.62 s	7019.3 s	6830.45 s	6956.24 s	7160.08 s	6819.56 s	6087.15 s	: 	: 
A,RMOV,FAWS,THS_M3,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2950.4 s	2709.67 s	2920.6 s	2961.66 s	2827.82 s	2922.7 s	2948.08 s	2981 s	2455 s	2671.65 s	2879.8 s	2898.86 s	2838.46 s	3035.59 s	3114.08 	3198.79 	3355.46 	3542 	3834 	3980 	3891 	4333 	: 
A,RMOV,FAWS,THS_M3,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11503.39 s	9986.7 s	9261.65 s	10134.67 s	10724.56 s	10716.51 s	10627 s	10018.73 s	10270.52 s	8990.85 s	9295.12 s	9084.24 s	9084.24 s	16056.09 s	9063.58 s	7920.77 s	7053 s	7040.3 s	7038.17 s	12982.16 s	10202.44 s	: 	: 
A,RMOV,FAWS,THS_M3,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6213.5 s	6439.44 s	6908.28 s	7089.04 s	6913.93 s	6829.2 s	6631.5 s	7001.67 s	6314.2 s	6162 s	8010 s	7905.19 s	7811.51 s	7960.5 s	7905 	: 	: 	7669 s	7881 s	7557.44 s	6847.73 	: 	: 
A,RMOV,FAWS,THS_M3,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	295.13 s	306.34 s	292.11 s	292.41 s	314.36 s	282.92 s	304.42 s	317.85 s	413.42 s	301.17 s	590.79 	515.34 	463.43 	356.13 	405.6 	438.1 	382.02 	432.66 	526.94 	452.8 	411.3 	308.78 	: 
A,RMOV,FAWS,THS_M3,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16148.85 s	14497.16 s	15202.65 s	14581.62 s	14398.94 s	14499.08 s	14501.22 s	13633.65 s	9862.44 s	11787.07 s	14242.06 s	14499.83 s	13852.93 s	13466.15 s	14173.88 s	13928.73 s	14528.73 s	14670.95 s	16449.4 s	16951.51 s	17546.88 s	: 	: 
A,RMOV,FAWS,THS_M3,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	656.96 	716.74 	656.96 	661.9 	: 
A,RMOV,FAWS,THS_M3,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1220.36 s	1015.99 s	985.45 s	1226.23 s	1205.09 s	1303.75 s	1299.85 s	1229.54 s	1343.72 s	1222.04 s	1300.04 s	1180.1 s	1143.6 s	1200.39 s	1469.53 s	2596.9 s	: 	: 	3590.35 s	3540.34 s	928.78 	: 	: 
A,RMOV,FAWS,THS_M3,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13191 	14250 	13575 	: 	14933 	12988.5 	: 	: 
A,RMOV,FAWS,THS_M3,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	28861.21 s	27742.25 s	30094.4 s	34196.52 s	36300.25 s	35425.82 s	35913.22 s	39927.29 s	38077.77 s	38473.01 s	39404.3 s	41306.96 s	41156.53 s	43262.78 s	49362 	50079.6 	50854 	55083 	56749.9 	52725 	49371.3 	52582.6 	: 
A,RMOV,FAWS,THS_M3,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13464.93 s	11121.52 s	10867.91 s	12025.32 s	13512.17 s	13359.55 s	13432.16 s	13658.14 s	12778.31 s	12075.47 s	12181.92 s	10622.01 s	13315.51 s	12697.28 s	13100.02 s	15085.28 s	17080.27 s	17673.17 s	17438.6 s	17328.01 s	17216.57 s	: 	: 
A,RMOV,FAWS,THS_M3,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14312.68 s	13524.34 s	16496.13 s	16807.46 s	17209.14 s	15785.29 s	15207.26 s	17237 s	14900.5 s	14075.9 s	14982.6 	16244 	17015.31 	16029.76 	15849.18 	15843.83 	16249.12 	14697.72 	16435.74 	16366.26 	18531.3 	18268.54 	: 
A,RMOV,FAWS,THS_M3,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	73791.48 s	73674.9 s	77638.43 s	78221.3 s	78454.45 s	114475.88 s	75306.94 s	89148 s	78510 s	72210 s	86640 s	86280 s	83400 s	83520 s	87960 s	89160 s	89760 s	84702 s	83422.92 s	84900 s	84900 s	: 	: 
A,RMOV,FAWS,THS_M3,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2464.08 s	2468.46 s	2496.89 s	2833.75 s	2790 s	2988.86 s	3476.98 s	3242.07 s	3263.51 s	3192.06 s	3207.02 s	3687.27 s	3596.94 	3673 	5467.67 	5423.39 	5754.13 	4841.44 	5441.6 	4951.72 	4147.17 	3975.98 	4459.2 
A,RMOV,FAWS,THS_M3,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6974.37 s	6549.89 s	6543.21 s	7191.65 s	8193.16 s	10526.63 s	8904.41 s	9057.12 s	10318.32 s	10114.34 s	10750.96 s	10318.46 s	9399.35 s	9294.7 s	10487 	10327 	10601 	10520 	10853 	10120 	8534 	8767 	: 
A,RMOV,FAWS,THS_M3,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12372 	12275 	12728 	13301 	13300.31 	: 	: 	: 	: 
A,RMOV,FNAWS,MIO_EUR,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e
A,RMOV,FNAWS,MIO_EUR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	11.25 b	24.54 	16.87 	20.96 	23.52 	25.05 	15.34 	5.11 	4.09 	: 
A,RMOV,FNAWS,MIO_EUR,CH	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,RMOV,FNAWS,MIO_EUR,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0.16 	0.07 	0.08 	0.1 	0.12 	0.12 	: 
A,RMOV,FNAWS,MIO_EUR,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,RMOV,FNAWS,MIO_EUR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	: 	: 	: 
A,RMOV,FNAWS,MIO_EUR,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	: 
A,RMOV,FNAWS,MIO_EUR,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,RMOV,FNAWS,MIO_EUR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.02 	0.02 	0.02 	0.02 	: 
A,RMOV,FNAWS,MIO_EUR,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12.68 	: 	: 
A,RMOV,FNAWS,MIO_EUR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	: 	: 	: 
A,RMOV,FNAWS,MIO_EUR,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.44 	7.65 	8.62 	8.57 	7.58 	7.45 	6.8 	7.78 	: 
A,RMOV,FNAWS,MIO_EUR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.44 	1.68 	2.56 	2.77 	3.87 	3.08 	2.33 	2.89 	2.8 	2.93 	3.59 
A,RMOV,FNAWS,MIO_EUR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 
A,RMOV,FNAWS,MIO_NAC,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e
A,RMOV,FNAWS,MIO_NAC,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	22 b	48 	33 	41 	46 	49 	30 	10 	8 	: 
A,RMOV,FNAWS,MIO_NAC,CH	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,RMOV,FNAWS,MIO_NAC,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0.16 	0.07 	0.08 	0.1 	0.12 	0.12 	: 
A,RMOV,FNAWS,MIO_NAC,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,RMOV,FNAWS,MIO_NAC,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	: 	: 	: 
A,RMOV,FNAWS,MIO_NAC,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	: 
A,RMOV,FNAWS,MIO_NAC,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,RMOV,FNAWS,MIO_NAC,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.19 	1.31 	1.19 	1.18 	: 
A,RMOV,FNAWS,MIO_NAC,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12.68 	: 	: 
A,RMOV,FNAWS,MIO_NAC,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	: 	: 	: 
A,RMOV,FNAWS,MIO_NAC,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	43.7 	32 	37.6 	36.5 	32.3 	32 	30.2 	35.5 	: 
A,RMOV,FNAWS,MIO_NAC,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.44 	1.68 	2.56 	2.77 	3.87 	3.08 	2.33 	2.89 	2.8 	2.93 	3.59 
A,RMOV,FNAWS,MIO_NAC,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 
A,RMOV,FNAWS,THS_M3,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e
A,RMOV,FNAWS,THS_M3,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	: 	: 
A,RMOV,FNAWS,THS_M3,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	0 	0 	0 	0 	0 	0 	0 	848 b	696 	480 	594 	670 	718 	435 	132 	110 	: 
A,RMOV,FNAWS,THS_M3,CH	349.65 	146.84 	186.67 	199.02 	208.15 	218.66 	184.1 	200.45 	218.83 	209.96 	458.72 	167.57 	170.97 	209.02 	224.16 	229.29 	219.5 	202.83 	186.37 	196.18 	205.27 	218.01 	203.22 	207.48 	209.2 	204.98 	207.45 	210.77 	192.71 	182.3 	197.34 	182.92 p	195.33 e
A,RMOV,FNAWS,THS_M3,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	6 	8 	7.48 	5.11 	3.9 	4.2 	4.73 	4.86 	: 
A,RMOV,FNAWS,THS_M3,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	: 	: 
A,RMOV,FNAWS,THS_M3,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,RMOV,FNAWS,THS_M3,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 	0 	0 	: 	: 
A,RMOV,FNAWS,THS_M3,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	: 	: 
A,RMOV,FNAWS,THS_M3,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	: 	: 
A,RMOV,FNAWS,THS_M3,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	: 	: 
A,RMOV,FNAWS,THS_M3,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1007.61 s	: 	: 
A,RMOV,FNAWS,THS_M3,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	: 	: 
A,RMOV,FNAWS,THS_M3,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	: 	: 
A,RMOV,FNAWS,THS_M3,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	: 	0 	4.7 	0 	0 	0 	0 	0 	: 
A,RMOV,FNAWS,THS_M3,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	: 	: 
A,RMOV,FNAWS,THS_M3,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,RMOV,FNAWS,THS_M3,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	: 	: 
A,RMOV,FNAWS,THS_M3,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	392 	: 	: 	0 s	0 s	0 s	345.85 	: 	: 
A,RMOV,FNAWS,THS_M3,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,RMOV,FNAWS,THS_M3,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	: 	: 
A,RMOV,FNAWS,THS_M3,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	38.72 	42.52 	38.72 	38.24 	: 
A,RMOV,FNAWS,THS_M3,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	0 s	: 	: 	0 s	0 s	218.71 	: 	: 
