freq,treespec,prod_wd,stk_flow,unit,geo\TIME_PERIOD	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,TOTAL,SN,EXP_XEU,THS_M3,LI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	: 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,SN,EXP_XEU,THS_M3,LT	: 	: 	: 	: 	: 	: 	: 	79.28 	152.7 	178 	198.33 	131 	163.03 	193.55 	121.5 	28.09 	25.05 	44.81 	69.08 	65.27 	90.47 	136.8 	144.93 	173.64 	251.46 	277.73 	299.25 	381.04 	586.84 	456.15 	: 
A,TOTAL,SN,EXP_XEU,THS_M3,LU	: 	: 	: 	: 	: 	: 	: 	0.04 	0.04 e	0 	0.4 	0.09 	0.02 	0.65 	0.51 	0.45 	273.09 	0.5 	0.17 	0.26 	0.24 	: 	0.4 	: 	: 	: 	: 	: 	0 	0 	0.01 
A,TOTAL,SN,EXP_XEU,THS_M3,LV	: 	: 	: 	: 	: 	: 	: 	237.3 	257.14 	179.06 	249.6 	350.84 	258.42 	264.77 	241.32 	220.04 	319.52 	314.17 	497.16 	533.15 	622.41 	645.86 	762.06 	856.21 	865.79 	882.14 	926.14 	1023.87 	980.58 	2311.62 	2058.3 
A,TOTAL,SN,EXP_XEU,THS_M3,MT	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	0 	0.04 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 
A,TOTAL,SN,EXP_XEU,THS_M3,NL	17 	16 	23 	19 	18 	77 	40 	51 	67 	51.7 	62.8 	26.9 	14.8 	15.7 	16.7 	15.2 	15.7 	10.8 	314.1 	19.9 	28 	91.94 	50.75 	82 	85.68 	97.21 	118.02 	111.96 	120.92 	88.6 	: 
A,TOTAL,SN,EXP_XEU,THS_M3,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	40.81 	26.07 	46.21 	22.95 	25.32 	19.52 	27.13 	26.15 	24.07 	32.62 	16.99 	29.79 	20.2 	25.26 	39.17 	131.61 	182.19 
A,TOTAL,SN,EXP_XEU,THS_M3,PL	: 	: 	: 	: 	: 	: 	: 	165.09 	60.93 	37.71 	425.13 	: 	31.5 	24.2 	20.9 	12.98 	12.85 	9.91 	33.21 	17.13 	30.01 	35.08 	33.54 	33.34 	52.15 	68.7 	87.67 	158.07 	290.71 	267.42 	184.05 
A,TOTAL,SN,EXP_XEU,THS_M3,PT	98 	59 	74 	70 	80 	75 	63 	42.43 	32 	36 	25 	18 	13 	25 	43 	167 	52.48 	35.04 	94.52 	160.82 	136.3 	350.9 	432.27 	109.17 	96.87 	84.37 	111.66 	128.99 	73.24 	218.97 	150.94 
A,TOTAL,SN,EXP_XEU,THS_M3,RO	: 	: 	: 	: 	: 	: 	: 	5.95 	1579.87 	1688.75 	1768.9 	1698.85 	10.94 	58.25 	2351 	2199 	626.3 	2054.58 	2637.63 	2828.94 	2915.85 	3029.65 	3007.94 	2493.9 	1852.48 	1746.48 	1617.23 	1532.06 	1746.94 	1887.05 p	1476.22 p
A,TOTAL,SN,EXP_XEU,THS_M3,SE	1968 	2330 	2099 	2367 	2475 	2686 	2593 	2798.62 	3140 	3230 	3639 	3400 	3531 	3793 	4050 	3543 	4256.92 	3806.09 	4949.88 	4878.78 	5462.59 	5513.24 	5832.99 	6003.97 	5987.73 	6347.11 	5634.41 	6301.62 	9461.11 	8392.6 	9411.3 
A,TOTAL,SN,EXP_XEU,THS_M3,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	149.72 	230.53 	200.94 	2.78 	214.29 	200.96 	767.25 	919.55 	966.96 	987.76 	862.1 	1024.45 	939.35 	793.39 	699.33 	526.77 	369.26 	595.7 	669.26 	571.84 	567.91 	609.08 
A,TOTAL,SN,EXP_XEU,THS_M3,SK	: 	: 	: 	: 	: 	: 	: 	709.77 	569.51 	662.38 	603.42 	474 	10 	5 	3 	7 	15.5 	13.41 	64.26 	18.9 	30.2 	18.12 	15.72 	21.11 	17.99 	13.96 	12.22 	15.21 	19.43 	11.96 	22.56 
A,TOTAL,SN,EXP_XEU,THS_M3,UK	7 	5 	8 	10 	21 	9 	5 	5.35 	5.28 	5.66 	4.32 	3.32 	3.49 	9.38 	43.43 	9.38 	12.85 	12.86 	4.24 	15.78 	7.64 	13.74 	15.15 	13.18 	17 	13.47 	11.25 	9.74 	: 	: 	: 
A,TOTAL,SN,EXP_XEU,THS_NAC,AT	: 	: 	: 	: 	: 	: 	194621 	324196 	339550 	336052 	366047 	325125 	330527 	298839 	258718 	297489 	282715 	181891 	240850 	217377 	232215 	228793 	192077 	213117 	214358 	221220.9 	279648.14 	270568.27 	289203.85 	421685.34 	453823.31 p
A,TOTAL,SN,EXP_XEU,THS_NAC,BE	: 	: 	: 	: 	: 	: 	: 	9023.76 	10114 	7955 	9296.54 	12980.14 	14224.81 	18133.78 	248680.8 	28241.47 	23758.35 	25740 	30431.41 	33585.11 	36144.5 	32317.46 	16780.65 	15242.13 	16968.13 	42420.38 	47285.06 	45597.07 	55198.37 	78347.05 	66147.02 
A,TOTAL,SN,EXP_XEU,THS_NAC,BG	: 	: 	: 	: 	: 	: 	: 	33615.25 	34469.92 	3895.23 	22435.97 	23685.71 	21048.57 	17178.44 	13833 	10378.77 	6890.85 	13880.51 	23640.45 	55826.31 	55554.8 	70547.74 	72403.74 	67586.39 	45545.62 	39753.64 	25499.63 	15355.29 	15965.04 	18600.84 	13537.24 
A,TOTAL,SN,EXP_XEU,THS_NAC,CY	: 	: 	: 	: 	: 	: 	: 	360.65 	: 	90.17 	0.53 	: 	42.32 	79.71 	29.03 	0 	71.75 	0 	0 	0 	0 	3.21 	0 	0 	0 	0 	0 	16.46 	0 	5.75 	0 
A,TOTAL,SN,EXP_XEU,THS_NAC,CZ	: 	: 	: 	: 	: 	: 	: 	1163740.29 	1651705.08 	1670873.55 	1541875.1 	1359000 	2289000 	2304000 	1573000 	1564000 	1070000 	1099000 	1461886 	1217336 	1637469 	1888909 	1746484 	1364339 	1291956 	2222607 	2240114 	2057957 	: 	: 	: 
A,TOTAL,SN,EXP_XEU,THS_NAC,DE	: 	: 	: 	: 	: 	: 	: 	200684 	291611 	312298 	411444 	365410 	411539 	548460 	577210 	540472 	465992 	344010 	425850 	431705 	430269 	537112 	593780 	550197 	615830 	759572 	890584 	901714 	1093360 	1737382 	2120945 
A,TOTAL,SN,EXP_XEU,THS_NAC,DK	: 	: 	: 	: 	: 	: 	0 	100000 	103000 	109000 	116105.71 	138093.44 	88011.92 	73749.18 	116366.21 	85260.35 	84808.39 	70412.68 	84245.12 	90271.81 	117261.2 	: 	14162.21 	122212.72 	103986.14 	: 	: 	: 	: 	: 	: 
A,TOTAL,SN,EXP_XEU,THS_NAC,EE	: 	: 	: 	: 	: 	: 	: 	24611.95 	31153.78 	47680.13 	59877.59 	33570.34 	42422.81 	52331.08 	49916.35 	34374.97 	27482.07 	30159.16 	50087.83 	42696.63 	44917.43 	49020.62 	53525.87 	68366.57 	70631.97 	93355.54 	96176.29 	86760.4 	117712.11 	171294.02 	175074.83 
A,TOTAL,SN,EXP_XEU,THS_NAC,EL	: 	: 	: 	: 	: 	: 	: 	: 	4694.78 	5713.2 	4137 	3720.62 	6160.76 	3962.38 	1883.7 	4354.33 	3730.79 	3593.4 	2834.05 	3186.39 	3106.47 	3189.37 	2654.55 	2211.14 	2211.14 p	2211.14 p	: 	: 	: 	: 	: 
A,TOTAL,SN,EXP_XEU,THS_NAC,ES	: 	: 	: 	: 	: 	: 	5329 e	6151.89 	9280.05 	5938 	6776 	5594 	6133 	9863.12 	12958.69 	14699.06 	11538.61 	8663.68 	11506.82 	12746.99 	13761.3 	17196.96 	24655.57 	30182.96 	32599.5 	38045.97 	40685.87 	31218.46 	25390.76 	36204.55 	28321.16 
A,TOTAL,SN,EXP_XEU,THS_NAC,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20337741.97 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,SN,EXP_XEU,THS_NAC,FI	: 	: 	: 	: 	: 	: 	14 	451626.63 	522546 	505549 	539839.2 	539578.2 	524814.1 	520189.1 	602011.3 	685063.9 	525724.12 	429329.8 	597485.16 	602892.73 	691148.12 	848628.18 	864960.29 	903187.85 	974136.58 	1094327.3 	1059950.32 	1012374.37 	1034830.99 	1597002.54 	1578660.21 p
A,TOTAL,SN,EXP_XEU,THS_NAC,FR	: 	: 	: 	: 	: 	: 	64270.82 	68314.1 	75723 	64337 	62281 	40653 	45808 	44815 	61342 	54505 	58584 	64562 	68728 	70623 	76984.43 	75179.48 	90954.72 	89361.75 	110822.18 	91165.62 	119831.39 	107839.2 	107552 	141457 e	167108 e
A,TOTAL,SN,EXP_XEU,THS_NAC,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	83321.86 	96604.72 	154847 	182716.22 	162655.12 	186974.2 	187352.57 	199263.22 	175879.09 	217905.13 	285400.81 
A,TOTAL,SN,EXP_XEU,THS_NAC,HU	: 	: 	: 	: 	: 	: 	: 	2235343.55 	2567110 	: 	1389364.33 	1838853.6 	1181000 	1520000 	1748000 	1646000 	1355975.92 	1243902.71 	1353934.3 	1719780.89 	1626759.85 	1569648.73 	1883005.55 	1960437 	2596383 	2430572 	3931927.15 	3761381.44 	5811473.72 	8451761.74 	: 
A,TOTAL,SN,EXP_XEU,THS_NAC,IE	: 	: 	: 	: 	: 	: 	87 e	124.53 	263 	397.26 	255.56 	657.29 	153.88 	0 	24183.33 	178 	74 	163 	15122 	190 	14 	198 	89 	99 	80 	358 	156 	71 	135067 	229627 	211777 
A,TOTAL,SN,EXP_XEU,THS_NAC,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2890 	3257.03 	1076.75 	: 	22.74 	10.43 	: 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 
A,TOTAL,SN,EXP_XEU,THS_NAC,IT	: 	: 	: 	: 	: 	: 	65456 	101306 	107184 	79002 	70366.31 	37697 	55036 	62090 	76041 	89696.12 	48916.38 	39133.11 	54992 	50948.68 	57948.93 	59094 	63295.04 	63910.43 	68983.7 	81107.53 	92782.13 	108732.65 	89054.01 	113577.81 	105855.74 
A,TOTAL,SN,EXP_XEU,THS_NAC,LI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	: 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,SN,EXP_XEU,THS_NAC,LT	: 	: 	: 	: 	: 	: 	: 	21422.44 	40097.41 	53258.09 	72534.08 	36269.98 	38960.29 	46177.4 	30850.76 	9731.17 	9043.88 	9411.1 	15381.47 	15213.39 	19901.13 	101133.16 	34939.78 	43960.2 	56591.59 	63046.93 	70892.5 	77564.32 	119254.04 	165340.3 	: 
A,TOTAL,SN,EXP_XEU,THS_NAC,LU	: 	: 	: 	: 	: 	: 	: 	6.37 	: 	0 	139 	34.85 	85.17 	201.26 	162.17 	59.06 	12.1 	43.63 	12.33 	11 	314.83 	: 	19.89 	: 	: 	: 	: 	: 	0 	11.89 	29.11 
A,TOTAL,SN,EXP_XEU,THS_NAC,LV	: 	: 	: 	: 	: 	: 	: 	34520.39 	37720.69 	14271.47 	36588.11 	56339.69 	49504.4 	54990.79 	55088.6 	55443.34 	79480.67 	51343.13 	96836.2 	101534.65 	115637.7 	123171.26 	149906.57 	156889.7 	156692.25 	172728.9 	193410.54 	193181.15 	182762.43 	831527.3 	776867.63 
A,TOTAL,SN,EXP_XEU,THS_NAC,MT	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	0 	24.92 	0 	0 	0 	0 	2.16 	0 	0 	0 	0 	0 	1.32 	0 	0 	0 	0 	: 	: 	: 
A,TOTAL,SN,EXP_XEU,THS_NAC,NL	: 	: 	: 	: 	: 	: 	82915 	23749 	26776 	22820 	19893 	13487 	7618 	10300 	10492 	11488 	14358 	10984 	135864 	13350 	13177 	16324 	23381 	29144 	36495 	31604 	33487 	35159 	23732 	41782 	: 
A,TOTAL,SN,EXP_XEU,THS_NAC,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	68140 	53695 	62707 	38522 	49027 	37035 	47500 	52188 	48469 	42860 	39308 	55951 	47818 	50423 	70975 	445099 	605194 
A,TOTAL,SN,EXP_XEU,THS_NAC,PL	: 	: 	: 	: 	: 	: 	: 	50458.27 	48998.67 	36232.66 	47421.76 	: 	38254 	36005 	29975 	20489.29 	20169.79 	19310.44 	39637.67 	28449.56 	40245.01 	53613.24 	55053.63 	58188.02 	83102.84 	113044.62 	122411.91 	154115.25 	320756.52 	412246.16 	413032.01 
A,TOTAL,SN,EXP_XEU,THS_NAC,PT	: 	: 	: 	: 	: 	: 	9379 	6828.87 	5298 	6259 	4965 	4112 	2538 	4552 	7500 	11201 	9827.21 	5384.74 	9407.64 	14701.56 	44305.28 	15231.21 	14418.54 	17921.02 	15965.75 	15406.14 	17837.11 	16612.87 	12242.11 	13217.69 	11501.47 
A,TOTAL,SN,EXP_XEU,THS_NAC,RO	: 	: 	: 	: 	: 	: 	: 	2597.01 	544063.19 	761336.97 	969309.14 	1093757.15 	1194129.95 	37271.26 	1551287.53 	1444444 	527952.2 	1471901.35 	1982002.28 	2235432.12 	2598888 	2764966.14 	2703698.54 	2481915.77 	1900666.18 	1886993.97 	1892507.21 	1764447.02 	1944814.39 	2759844.49 	2565063.77 
A,TOTAL,SN,EXP_XEU,THS_NAC,SE	: 	: 	: 	: 	: 	: 	4 	547193 	5521000 	5811000 	6975000 	6382000 	6517583 	6974000 	7955 	8363000 	8018328.01 	7066930 	1053905.48 	1025282.2 	9995736 	9988828.75 	11425391 	11803380 	11131268 	13573587 	12717186 	13320974 	20687192 	30871565 	33080759 
A,TOTAL,SN,EXP_XEU,THS_NAC,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	34540.71 	25401.93 	22882.42 	3627.77 	24701.01 	23503.14 	121668.17 	139179.65 	140856.64 	153714.53 	138924.02 	174174.5 	173787.27 	152033.42 	132941.62 	95129.32 	72053.92 	115764.44 	119372.31 	101666.32 	146444.42 	175667.09 
A,TOTAL,SN,EXP_XEU,THS_NAC,SK	: 	: 	: 	: 	: 	: 	: 	90843.36 	95603.3 	102609.6 	113045.52 	98140.61 	2592.78 	2122.72 	1527.38 	2231.68 	3913.44 	3754.35 	6858.49 	4872.99 	5206.32 	5752 	5224.41 	6417.36 	5828.35 	5224.33 	4450.49 	3677.06 	3993.44 	4660.8 	7233.31 
A,TOTAL,SN,EXP_XEU,THS_NAC,UK	: 	: 	: 	: 	: 	: 	3434 	3448.19 	2608.03 	2815.65 	2997.06 	2834.35 	3614.77 	4860.35 	11467.47 	6430.93 	3323.79 	6304.85 	6488.32 	7739.11 	9146.2 	7637.78 	8849.32 	8294.83 	8392 	9195.62 	10546.12 	10407.57 	: 	: 	: 
A,TOTAL,SN,IMP,THS_EUR,AT	178854.41 	159700.07 	197990.09 	231951.08 	239005.76 	267760.77 	210950.06 	261128.5 	435464 	258323 	266185 	270502 	292777 	312995 	415251 	422547 	379898 	348367 	404292 	456244 	461163 	452645 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,SN,IMP,THS_EUR,BE	: 	: 	: 	: 	: 	: 	: 	485859 	577077.69 	510302.71 	489992.61 	501871.82 	513265.92 	539506 	543501.98 e	728424.63 	593985.43 	458687.26 	532572.35 	598958.55 	548204.54 	519220.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,SN,IMP,THS_EUR,BG	1123.29 	2017.34 	232.92 	238.91 	242.7 	266.53 	268.14 	954.9 	6341.73 	1793.73 	2002.96 	1666.09 	5222.35 	7181.34 	7757.95 	10495.06 	11465.06 	4959.52 	4882.06 	4887.67 	7675.2 	6550.81 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,SN,IMP,THS_EUR,CH	144314.31 	159594.4 	195026.37 	204639.14 	170764.73 	165367.24 	167416.41 	135489.39 	138969.13 	171340.27 	151127 	126583.36 	131700 	140957.2 	140951.94 	162963.41 	170845.41 	165364.24 	195971.89 	200551.68 	186592.55 	178295.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,SN,IMP,THS_EUR,CY	18470.29 	17012.87 	19888.48 	3029.57 	3162.69 	9106.63 	9349.13 	: 	12346.24 	21586.8 	22633.5 	29568.61 	32512 	33094.2 	33641.3 	50728.59 	35358.6 	20302.38 	22546.94 	18606.96 	13099.17 	10399.88 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,SN,IMP,THS_EUR,CZ	: 	9353.53 	10172.73 	9225.05 	29825.09 	42172.56 	53130.5 	45847.8 	103328.07 	53664.45 	60351.15 	68109.02 	76824.18 	98381.57 	94552.08 	106570.73 	114511.63 	110755.59 	111920.23 	112742.33 	117451.95 	115260.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,SN,IMP,THS_EUR,DE	1358890.68 	1067271.74 	1304455.09 	1175623.4 	981093.81 	1137869.29 	1154912.63 	1272609.63 	1102176 	1065722 	1337639 	1003995 	1032599 	1033659 	1157592 	1238781 	1043115 	836313 	1015234 	1101782 	1038435 	1065699 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,SN,IMP,THS_EUR,DK	348828.38 	316930.57 	488097.78 	455343.17 	370293.69 	414786.49 	505501.03 	498823.21 	43124.16 	500664.24 	486143.8 	498088.13 	485196.38 	476163.38 	644355.31 	628370.72 	417957.71 	287053.78 	320000.93 	321263.37 	285800.37 	292868.87 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,SN,IMP,THS_EUR,EE	106.37 	863.15 	2194.12 	3840.81 	2433.89 	9491.55 	10994.79 	10691.05 	204293.19 	24969.68 	29901.86 	44745.41 	63050 	81176.4 	105152.48 	156317.61 	102105.67 	80539.61 	122501.19 	145768.52 	159646.33 	173716.85 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,SN,IMP,THS_EUR,EL	116096.99 	62913.02 	76899.85 	69826.47 	71926.98 	80587.68 	134050.92 	140023.05 	57580.92 	152762.98 	241359.2 	186590.04 	175816.29 	171063.4 	192030.07 	235000.01 	169534.53 	103276.8 	86123 	61181.63 	49864.05 	47524.66 	56884.71 	59827.27 	59827.27 p	59827.27 p	: 	: 	: 	: 	: 
A,TOTAL,SN,IMP,THS_EUR,ES	441873.54 	335379.72 	389436.19 	469687.33 	468205.44 	608572.49 	617566.7 	632456.65 	212540.83 	791742 	769902 	820767 	795456 	817734 	789249 	925953.6 	530044 	319656.12 	304047.59 	: 	196039.55 	182035.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,SN,IMP,THS_EUR,FI	28946.87 	36014.26 	46237.95 	47483.38 	42644.4 	64458.51 	60702.58 	67124.14 	75160.71 	76184.8 	65470.3 	76264.8 	82565.3 	103047.1 	117541.4 	156409.5 	108334.18 	85472.99 	118100.72 	102089.42 	89322.68 	71641.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,SN,IMP,THS_EUR,FR	514117.69 	444782.25 	579443.25 	576766.96 	516830.77 	637281.86 	702173.9 	706228.46 	762115.72 	808551 	776442 	806560 	872370 	955110 	1042515 	1231824 	1049220 	820163 	934859 	892571 p	804088.76 	755870.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,SN,IMP,THS_EUR,HR	9705.85 	12335.14 	10994.28 	14679.34 	3566.13 	6685.33 	6715.05 	5836.06 	61235.28 	40102.67 	44821.74 	53708.53 	53191.03 	48970.34 	53567.22 	56772.71 	61391.08 	54725.41 	40459.36 	39773.64 	5127.83 	30715.17 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,SN,IMP,THS_EUR,HU	29893.82 	54436.13 	78733.32 	88277.69 	62451.31 	71353.52 	81514.4 	95192.12 	103435.69 	125870.07 	147939.66 	149731.88 	150262.26 	127696.03 	126405.81 	137067.83 	102245.64 	74452.88 	81098.12 	88234.42 	73036.05 	75345.35 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,SN,IMP,THS_EUR,IE	90421.35 	73077.01 	116434.38 	101874.6 	79522.77 	154111.3 	151293.07 	158330 	74055 	180682.43 	169287.65 	211408.87 	207143.72 	246298 	238584 	251200 	140909 	66494 	73819 	63703 	54397 	51349 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,SN,IMP,THS_EUR,IS	15349.17 	14620.2 	13837.39 	12527.38 	12882.12 	14455.87 	14601.21 	: 	24243.4 	17196.52 	17463.37 	19919.86 	23422.26 	28062.11 	27904.11 	37688.65 	19978.67 	: 	15.76 	135.41 	126.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,SN,IMP,THS_EUR,IT	1408896.83 	1335872.22 	1481041.5 	1509526.94 	1350011.71 	1530695.51 	1548939.41 	1646847.81 	1049996.21 	1621444 	1654454.42 	1583861 	1591978 	1535599 	1737435.59 	1913317 	1344285 	1041545 	1299851 	1302698 	1037774.42 	984976.86 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,SN,IMP,THS_EUR,LT	: 	77.64 	974.83 	1610.08 	3343.97 	13227.94 	18900.28 	22291.75 	111987.79 	34914.2 	48240.83 	53922.24 	74028.97 	100929.23 	93429.03 	104954.49 	72176.54 	39044.25 	57229.4 	73931.85 	83328.3 	316131.24 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,SN,IMP,THS_EUR,LU	: 	: 	: 	: 	: 	: 	: 	13501.02 	13299.9 	13757 	11488 	11953.67 	14792.1 	13205.45 	23508.37 	22800.24 	22262.7 	18424.41 	20126.78 	20424.08 	20265.59 	24171.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,SN,IMP,THS_EUR,LV	: 	256.65 	485.71 	442.73 	546.38 	4881.7 	3889.01 	8724.57 	100717.19 	12279.7 	19957.33 	45532.71 	81587.66 	77004.45 	65633.83 	102662.63 	39432.26 	16940.37 	31565.06 	30298.88 	39599.95 	46481.79 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,SN,IMP,THS_EUR,MT	7140.76 	4610.29 	7165.98 	6416.99 	7299.37 	8798.49 	8849.32 	: 	5715.12 	9153.08 	8000.46 	8613.96 	8830.37 	9706.19 	8771.48 	8408.76 	8804.85 	5720.95 	6618.03 	5900.5 	5285.4 	5104.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,SN,IMP,THS_EUR,NL	728181.41 	797497.95 	923379.03 	788720.22 	757961.68 	849066.88 	763775.13 	814210.13 	646538 	746004 	715779 	706861 	719060 	731125 	886555 	1021974 	875646 	614655 	703958 	742730 	665240 	605526.99 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,SN,IMP,THS_EUR,NO	117289.43 	120149.01 	197153.26 	188394.88 	226387.81 	271234.62 	234147.82 	211823.26 	299423.51 	248459.2 	240647.39 	217996.58 	223903.37 	266130.95 	275391.94 	369836.46 	269439.67 	213382.18 	269359.34 	270637.59 	299426.76 	278719.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,SN,IMP,THS_EUR,PL	2795.62 	7697.32 	6049.97 	18547.86 	36054.7 	37783.34 	43894.29 	51181.58 	233542.14 	80082.51 	89482.03 	80227.75 	101041.13 	134488.44 	155047.1 	216713 	225860.2 	151448.59 	171555.46 	227488.23 	197272.99 	192954.27 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,SN,IMP,THS_EUR,PT	54927.6 	52468.96 	30568.96 	72170.06 	77815.6 	87193.12 	96450.59 	115406.9 	64522.35 	109770 	113623 	106026 	125137 	130689 	127649 	158298 	119577.87 	70266.05 	98272.08 	72560.8 	62369.88 	55069.56 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,SN,IMP,THS_EUR,RO	2454.46 	2105.15 	562.33 	855.47 	494.64 	1817.62 	1408.89 	1453.07 	64757.8 	4165.11 	4428.18 	4291.36 	7232.21 	8571.26 	12862.26 	15361.14 	10820.86 	17511.96 	16472.43 	16564.07 	21424.5 	31164.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,SN,IMP,THS_EUR,SE	57992.45 	59436.17 	74747.17 	88585.89 	73264.9 	83222 	101145.72 	72892.42 	137658.67 	106777.78 	119410.99 	124723.26 	133781.11 	146732.46 	164130.25 	187781.75 	130967.63 	96596.98 	127398.74 	: 	118843.19 	120257.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,SN,IMP,THS_EUR,SI	25983.31 	25429.98 	24836.86 	32853.18 	30199.73 	32729.28 	31416.28 	40249.14 	180334.57 	41860.4 	49742.47 	53201.52 	58085.74 	58534.98 	59869.42 	176927.34 	144641.58 	141660.33 	147901.17 	133816.97 	165034.58 	181430.36 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,SN,IMP,THS_EUR,SK	: 	579.85 	2275.22 	3158.21 	1214.65 	2858.06 	4014.61 	5081.16 	46713.51 	129727.75 	11808.06 	12081.11 	11741.47 	18432.21 	27181.9 	54269.6 	37070.38 	36373.58 	78852.12 	58013.44 	100446.08 	83613.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,TOTAL,SN,IMP,THS_EUR,UK	1327013.8 	1404481.79 	1682622.95 	1289771.54 	1334213.38 	1750539.69 	1501871.32 	1519375.98 	2330671.43 	1700007.97 	1760536.05 	1770737.73 	1752859.23 	1638196.46 	1678063.34 	2215408.12 	1362681.98 	1069121.57 	1397265.14 	1244493.7 	1337084.12 	1389441.62 	1762141.64 	1805853.82 	1736574.41 	1865684.48 	1970110.88 	1820740.31 	1783287.18 	3104262.87 	: 
A,TOTAL,SN,IMP,THS_M3,AT	764 	806 	998 	1037 	1073 	1104 	1040 	1622.87 	1663 	1320 	1352 	1443 	1489 	1500 	1881 	1707 	1638 	1776.07 	1797.34 	1942.04 	1932.55 	1911.5 	1775.48 	1810.41 	2000.76 	1957.13 	2087.52 	1981.58 	1941.85 	2088.13 	2552.22 p
A,TOTAL,SN,IMP,THS_M3,BE	: 	: 	: 	: 	: 	: 	: 	2167 	2223 	1976.53 	2063.83 	2128.53 	2249.12 	2467 	2213 	2861.21 	2640.75 	2314.95 	2407.43 	2620.54 	2398.87 	2318.71 	632.5 	577.34 	684.72 	11124.11 	8557.48 	7975.27 	8838.15 	17527.04 	12376.94 
A,TOTAL,SN,IMP,THS_M3,BG	32.23 	23.1 	1.7 	2.4 	3.7 	3.6 	3.6 	8 	18 	11 	7 	7 	20 	27.36 	28 	39.56 	60.58 	23.99 	68.15 	22.92 	54.98 	37.48 	37.3 	35.64 	43.54 	81.94 	56.04 	58.96 	50.2 	46.52 	74.94 
A,TOTAL,SN,IMP,THS_M3,CH	465 	477 	568 	583 	518 	484 	556 	447.55 	453 	465.23 	409.32 	371 	382.74 	399.52 	409.32 	425.35 	450.38 	436.17 	481.93 	474.08 	447.53 	427.49 	414.47 	394.52 	403.87 	388.23 	375.11 	352 	345.55 	349.52 	349.52 e
