freq,nace_r2,indic_pefa,unit,geo\TIME_PERIOD	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,C21,EPRD_DOM,TJ,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	317.2 	271 	333.2 	342.2 	336.5 	344.3 	: 
A,C21,EPRD_DOM,TJ,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	946.6 	890.8 	1045.6 	1086.4 	1156.3 	1400.8 	1407.6 	1571.7 	1377.2 	1564.2 	1719.8 	1676.3 	: 
A,C21,EPRD_DOM,TJ,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,C21,EPRD_DOM,TJ,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.6 	0.6 	0.7 	0.8 	0.8 	1 	1.2 	1.4 	: 
A,C21,EPRD_DOM,TJ,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,C21,EPRD_DOM,TJ,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,C21,EPRD_DOM,TJ,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3165.8 s	3112.7 s	3817.4 	4551.9 b	3886.1 	5730.8 	6378.2 	6586 	: 
A,C21,EPRD_DOM,TJ,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,C21,EPRD_DOM,TJ,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,C21,EPRD_DOM,TJ,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,C21,EPRD_DOM,TJ,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,C21,EPRD_DOM,TJ,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,C21,EPRD_DOM,TJ,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,C21,EPRD_DOM,TJ,IT	: 	: 	: 	: 	: 	: 	: 	: 	2077.6 	2146.5 	2170.5 	2130.4 	1957.3 	2028.5 	1615.6 	1338.4 	1545.8 	2120.4 b	1733.9 	3501.4 	3714.4 	3777.1 	: 
A,C21,EPRD_DOM,TJ,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,C21,EPRD_DOM,TJ,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,C21,EPRD_DOM,TJ,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,C21,EPRD_DOM,TJ,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 
A,C21,EPRD_DOM,TJ,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 	0 	0 	0 	0 	0 	: 
A,C21,EPRD_DOM,TJ,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	294.6 	277.6 	419.4 	452.5 	344.9 	199.7 	203.7 	211.1 	: 
A,C21,EPRD_DOM,TJ,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,C21,EPRD_DOM,TJ,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,C21,EPRD_DOM,TJ,PT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,C21,EPRD_DOM,TJ,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,C21,EPRD_DOM,TJ,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	599.5 	623.7 	628.1 	528.5 	1194.1 	1160 	: 
A,C21,EPRD_DOM,TJ,SE	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,C21,EPRD_DOM,TJ,SI	: 	: 	: 	: 	: 	: 	: 	: 	28.7 	53.6 	54.2 	22.2 	15.6 	16.4 	39.9 	43.9 	43.6 	39.1 	36.2 	0 	38.3 	45.6 	: 
A,C21,EPRD_DOM,TJ,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,C21,EPRD_DOM,TJ,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.4 	0 	0 	0 	0 	: 
A,C21,EPRD_HHCNS,TJ,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,C21,EPRD_ICNS,TJ,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	97.2 	: 	: 
A,C21,EPRD_ICNS,TJ,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4331.3 	4065.3 	4254.1 	6810.2 	7231.7 	6771.9 	6740.1 	6985.5 	5044 	: 
A,C21,EPRD_ICNS,TJ,BE	: 	: 	: 	: 	: 	: 	: 	: 	6426.4 	6067.4 	6568 	6343.8 	6457.3 	6721.4 	6694.9 	6601.4 	7031.1 	6753.4 	6623.7 	6980.2 	7413.9 	6892.2 	: 
A,C21,EPRD_ICNS,TJ,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2438.9 	2463.5 	2759.2 	2665.8 	2630.3 	3140.9 	3665.7 	3949 	: 
A,C21,EPRD_ICNS,TJ,CH	: 	: 	: 	: 	: 	: 	: 	: 	9459.8 	9680.7 	10700.8 	11329.7 	11400.3 	10050.4 	9677.6 	9864 	9863 	9688.6 	9174 	8625.8 	8172 	8781.1 	: 
A,C21,EPRD_ICNS,TJ,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	127.7 	176.3 	185.7 	191.8 	229.2 	240.1 	243.6 	258.8 	: 
A,C21,EPRD_ICNS,TJ,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2246.9 	1611 	1771 	1816.9 	1961 	2035.1 	1960.6 	1829.5 	: 
A,C21,EPRD_ICNS,TJ,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	26311 	27275.7 	27642.9 	26765.5 	25897.1 	27415 	29929.8 	26163.1 	26130.5 	24796 	24903 	25736.8 	: 
A,C21,EPRD_ICNS,TJ,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3560.1 	3353.6 	3066.3 	2985.1 	2761.4 	2741.6 	3079.3 	3037.2 	3029.3 	3108.8 	3335.9 	3661.2 	: 
A,C21,EPRD_ICNS,TJ,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	43.6 	55.3 	59.6 	45.8 	51.2 	50.1 	51.2 	69 	: 
A,C21,EPRD_ICNS,TJ,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3740 	5023.8 	2802.1 	6207.5 	7483.1 	4731.4 	4990.2 	4167.1 	: 
A,C21,EPRD_ICNS,TJ,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18314.7 	18735.7 	13779.6 	12579.6 	14692.4 	15381.4 	15759.4 	15855.4 	: 
A,C21,EPRD_ICNS,TJ,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	189297.5 s	178968.6 s	151931.3 	154777.2 	152450.1 	157062.7 	159847.5 	158050.5 	: 
A,C21,EPRD_ICNS,TJ,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2729 	3863.6 	860.6 	702.9 	605.3 	693.9 	729.7 	667.3 	708.5 	640.1 	840.1 	: 
A,C21,EPRD_ICNS,TJ,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20266.1 	20979.1 	18251.1 	18708.5 	17555.5 	20066.9 	20843.5 	17507.1 	: 
A,C21,EPRD_ICNS,TJ,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1152.8 	1405.8 	1522.1 	1638.4 	1515 	1499.4 	1533.1 	1284.2 	: 
A,C21,EPRD_ICNS,TJ,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6954.1 	6816.2 	6749.7 	7105.9 	6623.9 	6541 	6664.8 	6425.7 	: 
A,C21,EPRD_ICNS,TJ,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3974.7 	4160.9 	4675.3 	5248.3 	5197.3 	5293.7 	5302.6 	5134.2 	: 
A,C21,EPRD_ICNS,TJ,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	38.2 	37.8 	38.5 	36.7 	37.5 	50.9 	56.7 	100.5 	: 
A,C21,EPRD_ICNS,TJ,IT	: 	: 	: 	: 	: 	: 	: 	: 	54870.1 	49716.1 	48124.2 	70578.6 	47939.2 	45806 	47375.2 	30501 	31727.6 	34591.8 b	31669.2 	36166 b	36563.9 	39029.6 b	: 
A,C21,EPRD_ICNS,TJ,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	50.6 	38.8 	72 	73 	70 	73 	68 	73 	: 
A,C21,EPRD_ICNS,TJ,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.1 	0.9 	0.2 	0.1 	0.9 	0.2 	0.3 	0.2 	: 
A,C21,EPRD_ICNS,TJ,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	332.4 	345.9 	355.8 	372 	356.1 	327.8 	339.4 	313.6 	344.2 	307.1 	316.6 	306.8 	: 
A,C21,EPRD_ICNS,TJ,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	171.6 	207.7 	174.3 	177.6 	: 
A,C21,EPRD_ICNS,TJ,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	41.4 s	41.6 s	114.3 	128.4 	90.8 	94.8 	101.9 	117.7 	: 
A,C21,EPRD_ICNS,TJ,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4562 	4420.5 	4416.8 	4458.7 	4303.9 	4091.8 	4189.6 	4184.6 	: 
A,C21,EPRD_ICNS,TJ,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	893.3 	864.7 	849 	850.8 	687.7 	750.1 	858.1 	772.6 	680.6 	699.9 	666.5 	720.7 	708.5 
A,C21,EPRD_ICNS,TJ,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	29120.2 	29765.8 	3256.1 	2966.9 	2780.9 	2996 	3023.9 	3012 	: 
A,C21,EPRD_ICNS,TJ,PT	7149.2 	7739.7 	7737.3 	7797.6 	8177 	8724.1 	3066.7 	3295.8 	2837 	3155.3 	1552.1 	1447.6 	1188.7 	1200.9 	1140.2 	1071.4 	1035.7 	971.7 	1005.9 	1134.1 	1371.5 	1363.3 	: 
A,C21,EPRD_ICNS,TJ,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1197 	1350.5 	1284.8 	1510.2 	1716.6 	1739.3 	1481.2 	1959.6 	: 
A,C21,EPRD_ICNS,TJ,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4868.6 	4975.2 	1369.1 	1124.6 	3460.1 	3458.9 	: 
A,C21,EPRD_ICNS,TJ,SE	: 	: 	: 	: 	: 	: 	: 	: 	2183.8 	2345.3 	2446.8 	2188.5 	1981.7 	1684.1 	2515.6 	2401.2 	2254.5 	2118 	2421.8 	2388 	2317.7 	2692.4 	: 
A,C21,EPRD_ICNS,TJ,SI	: 	: 	: 	: 	: 	: 	: 	: 	2345 	2225.2 	2153.7 	1962.9 	1985.8 	2121.5 	2795.7 	3191.1 	3449.3 	3573.6 	3202.7 	3299.6 	2628.9 	2814.1 	: 
A,C21,EPRD_ICNS,TJ,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	762.2 	2813 	3881.1 	3947.8 	3681.7 	3459.3 	3491.1 	3842.8 	: 
A,C21,EPRD_ICNS,TJ,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	22478.5 	15865.6 	40813.9 	52789 	65714.7 	: 
A,C21,NEI_EXT,TJ,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 
A,C21,NEI_EXT,TJ,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,C21,NEI_EXT,TJ,BE	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,C21,NEI_EXT,TJ,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,C21,NEI_EXT,TJ,CH	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,C21,NEI_EXT,TJ,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,C21,NEI_EXT,TJ,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,C21,NEI_EXT,TJ,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	11 	14 	15 	13 	: 
A,C21,NEI_EXT,TJ,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	81 	96.7 	91.9 	106.3 	118.7 	123 	123.6 	126 	135.7 	146.1 	160.3 	176.3 	: 
A,C21,NEI_EXT,TJ,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.6 	0.6 	0.7 	0.8 	0.8 	1 	1.2 	1.4 	: 
A,C21,NEI_EXT,TJ,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,C21,NEI_EXT,TJ,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,C21,NEI_EXT,TJ,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	190.2 s	184.7 s	194.7 	526.7 b	532.4 	631.3 	694.8 	693.8 	: 
A,C21,NEI_EXT,TJ,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,C21,NEI_EXT,TJ,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,C21,NEI_EXT,TJ,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,C21,NEI_EXT,TJ,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,C21,NEI_EXT,TJ,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,C21,NEI_EXT,TJ,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,C21,NEI_EXT,TJ,IT	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	8.8 	67.7 	77.1 	85.4 	70.9 	61.1 	70.5 	399.9 b	383 	468.4 	515.1 	492.1 	: 
A,C21,NEI_EXT,TJ,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,C21,NEI_EXT,TJ,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,C21,NEI_EXT,TJ,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,C21,NEI_EXT,TJ,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 
A,C21,NEI_EXT,TJ,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 s	0 s	0 	0 	0 	0 	0 	0 	: 
A,C21,NEI_EXT,TJ,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	1.8 	1.9 	3.2 	11 	: 
A,C21,NEI_EXT,TJ,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,C21,NEI_EXT,TJ,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,C21,NEI_EXT,TJ,PT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,C21,NEI_EXT,TJ,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,C21,NEI_EXT,TJ,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	: 
A,C21,NEI_EXT,TJ,SE	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,C21,NEI_EXT,TJ,SI	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,C21,NEI_EXT,TJ,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,C21,NEI_EXT,TJ,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	: 
A,C21,NETDOM_EUSE,TJ,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	97.2 	: 	: 
A,C21,NETDOM_EUSE,TJ,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4331.3 	4065.3 	4254.1 	6810.2 	7231.7 	6771.9 	6740.1 	6985.5 	5044 	: 
A,C21,NETDOM_EUSE,TJ,BE	: 	: 	: 	: 	: 	: 	: 	: 	6428.3 	6062.9 	6535.6 	6319.2 	6417.4 	6670.1 	6636.4 	6550.4 	6972.4 	6698.7 	6564 	6862.7 	7290.4 	6824 	: 
A,C21,NETDOM_EUSE,TJ,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2438.9 	2463.5 	2735.1 	2624.3 	2630.3 	3136.2 	3424.9 	3487.2 	: 
A,C21,NETDOM_EUSE,TJ,CH	: 	: 	: 	: 	: 	: 	: 	: 	9459.8 	9680.7 	10700.8 	11329.7 	11400.3 	10050.4 	9677.6 	9864 	9863 	9688.6 	9174 	8625.8 	8172 	8781.1 	: 
A,C21,NETDOM_EUSE,TJ,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	127.7 	176.3 	185.7 	191.8 	229.2 	240.1 	243.6 	258.8 	: 
A,C21,NETDOM_EUSE,TJ,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2247 	1610.9 	1453.8 	1545.9 	1627.8 	1692.9 	1624.1 	1485.2 	: 
A,C21,NETDOM_EUSE,TJ,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	29057.4 	27242.9 	28486.2 	27964.7 	27150.4 	31045 	37815 	30519.3 	28553.4 	27912.8 	27521.6 	28649 	: 
A,C21,NETDOM_EUSE,TJ,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3641 	3450.3 	3158.2 	3091.3 	2880.1 	2864.6 	3202.9 	3163.2 	3165 	3254.8 	3496.1 	3837.5 	: 
A,C21,NETDOM_EUSE,TJ,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	43.6 	55.3 	59.6 	45.8 	51.2 	50.1 	51.2 	69 	: 
A,C21,NETDOM_EUSE,TJ,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3740 	5741.2 	3131.6 	6207.5 	7483.1 	4731.4 	4990.2 	4167.1 	: 
A,C21,NETDOM_EUSE,TJ,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18314.7 	18735.7 	13779.6 	12579.6 	14692.4 	15381.4 	15759.4 	15855.4 	: 
A,C21,NETDOM_EUSE,TJ,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	192253.3 s	185292.6 s	161455.3 	160169.1 	156644.7 	160536.2 	162162.4 	160229 	: 
A,C21,NETDOM_EUSE,TJ,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2729 	3863.6 	860.6 	702.9 	605.3 	693.9 	729.7 	667.3 	708.5 	640.1 	840.1 	: 
A,C21,NETDOM_EUSE,TJ,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20276.2 	21015.7 	18299.5 	18845.1 	17852.1 	20444.9 	21074.4 	17752.3 	: 
A,C21,NETDOM_EUSE,TJ,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1152.8 	1405.8 	1522.1 	1638.4 	1515 	1499.4 	1533.1 	1284.2 	: 
A,C21,NETDOM_EUSE,TJ,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6954.1 	6816.2 	6749.7 	7105.9 	6623.9 	6541 	6664.8 	6425.7 	: 
A,C21,NETDOM_EUSE,TJ,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3974.7 	4160.9 	4675.3 	5248.3 	5197.3 	5293.7 	5302.6 	5134.2 	: 
A,C21,NETDOM_EUSE,TJ,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	38.2 	37.8 	38.5 	36.7 	37.5 	50.9 	56.7 	100.5 	: 
A,C21,NETDOM_EUSE,TJ,IT	: 	: 	: 	: 	: 	: 	: 	: 	53193 	47991.6 	49055.4 	71736.6 	48830.3 	46699.1 	48858.2 	31982.9 	33171 	35760.7 b	33308.4 	36213.1 b	36463.2 	38636.5 b	: 
A,C21,NETDOM_EUSE,TJ,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	50.6 	38.8 	72 	73 	70 	73 	68 	73 	: 
A,C21,NETDOM_EUSE,TJ,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.1 	0.9 	0.2 	0.1 	0.9 	0.2 	0.3 	0.2 	: 
A,C21,NETDOM_EUSE,TJ,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	332.4 	345.9 	355.8 	372 	356.1 	327.8 	339.4 	313.6 	344.2 	307.1 	316.6 	306.8 	: 
A,C21,NETDOM_EUSE,TJ,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	171.6 	207.7 	174.3 	177.6 	: 
A,C21,NETDOM_EUSE,TJ,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	41.4 s	41.7 s	114.3 	128.4 	90.8 	94.8 	101.9 	117.7 	: 
A,C21,NETDOM_EUSE,TJ,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4267.3 	4142.8 	3997.4 	4006.2 	3960.8 	3894 	3989 	3984.5 	: 
A,C21,NETDOM_EUSE,TJ,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1024.3 	1007 	972.6 	995.1 	828 	923.7 	1091.9 	1032.4 	968.8 	1021.3 	945.6 	1114.4 	1099.2 
A,C21,NETDOM_EUSE,TJ,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	29546.1 	30134.2 	3261.8 	2971 	2789.5 	2996 	3023.9 	3012 	: 
A,C21,NETDOM_EUSE,TJ,PT	7149.2 	7739.7 	7737.3 	7797.6 	8177 	8727.4 	3066.7 	3295.8 	2837 	3155.3 	1552.5 	1448.3 	1190 	1202.8 	1141.1 	1072.3 	1035.8 	971.8 	1006 	1135.1 	1371.8 	1364 	: 
A,C21,NETDOM_EUSE,TJ,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1203.9 	1360.9 	1296.9 	1522.3 	1734.3 	1754.5 	1481.3 	1961.2 	: 
A,C21,NETDOM_EUSE,TJ,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4283.5 	4366.7 	742 	597.3 	2288 	2320.2 	: 
A,C21,NETDOM_EUSE,TJ,SE	: 	: 	: 	: 	: 	: 	: 	: 	2183.8 	2345.3 	2446.8 	2188.5 	1981.7 	1684.1 	2533.4 	2401.2 	2254.6 	2118 	2421.8 	2388 	2317.7 	2692.4 	: 
