freq,unit,landuse,geo\TIME_PERIOD	2009 	2012 	2015 	2018 
A,PC,LUD3,UKF2	0.4 u	0.4 u	0.4 u	0.1 u
A,PC,LUD3,UKG	0.5 u	0.6 	0.4 u	0.2 u
A,PC,LUD3,UKG2	0.5 u	0.7 u	0.3 u	0.4 u
A,PC,LUD3,UKG3	3.1 u	4.2 u	4.2 u	: 
A,PC,LUD3,UKH	0.6 	0.2 u	0.3 u	0.1 u
A,PC,LUD3,UKH1	0.5 u	0.3 u	0.1 u	: 
A,PC,LUD3,UKH2	1.1 u	: 	: 	0.3 u
A,PC,LUD3,UKH3	0.9 u	: 	0.8 u	0.4 u
A,PC,LUD3,UKI	0.5 u	1.1 u	0.8 u	0.6 u
A,PC,LUD3,UKI4	: 	: 	: 	4.3 u
A,PC,LUD3,UKI5	1.8 u	3.9 u	3 u	: 
A,PC,LUD3,UKJ	: 	: 	: 	0.1 u
A,PC,LUD3,UKJ4	: 	: 	: 	0.5 u
A,PC,LUD3,UKK	0.3 	0.2 u	0.2 u	0.1 u
A,PC,LUD3,UKK1	0.7 u	0.5 u	0.5 u	0.1 u
A,PC,LUD3,UKK2	0.3 u	: 	: 	0.1 u
A,PC,LUD3,UKK4	0.1 u	: 	: 	: 
A,PC,LUD3,UKL	0.4 	0.2 u	0.2 u	: 
A,PC,LUD3,UKL1	0.4 u	0.1 u	0.1 u	: 
A,PC,LUD3,UKL2	0.5 u	0.2 u	0.2 u	: 
A,PC,LUD3,UKM	0.1 	0.2 	0.1 	: 
A,PC,LUD3,UKM2	0.2 u	0.2 u	0.1 u	: 
A,PC,LUD3,UKM3	0.1 u	0.3 u	0.1 u	: 
A,PC,LUD3,UKM5	0.2 u	0.5 u	0.5 u	0.2 u
A,PC,LUD3,UKM6	: 	0.1 u	0.1 u	: 
A,PC,LUD3,UKM7	: 	: 	: 	0.1 u
A,PC,LUD4,AT	0.1 	0.1 	0.1 	0.1 
A,PC,LUD4,AT1	0.1 u	0 u	0.1 u	0.1 u
A,PC,LUD4,AT11	: 	: 	0.4 u	0.2 u
A,PC,LUD4,AT12	0.1 u	0 u	0.1 u	0.1 u
A,PC,LUD4,AT2	0 u	0 u	0 u	: 
A,PC,LUD4,AT21	0.1 u	0.1 u	0.1 u	0.1 u
A,PC,LUD4,AT3	0.1 u	0.1 	0.1 u	0.1 u
A,PC,LUD4,AT31	: 	0.1 u	0.2 u	0.1 u
A,PC,LUD4,AT32	0.2 u	0.2 u	0.2 u	: 
A,PC,LUD4,AT33	0 u	0 u	: 	: 
A,PC,LUD4,BE	0.2 u	0.1 u	0.1 u	0.2 
A,PC,LUD4,BE2	0.5 u	0.1 u	0.2 u	0.4 u
A,PC,LUD4,BE21	: 	: 	: 	0.5 u
A,PC,LUD4,BE22	0.7 u	0.2 u	0.3 u	1.3 u
A,PC,LUD4,BE23	0.6 u	: 	: 	: 
A,PC,LUD4,BE24	: 	0.5 u	: 	0.3 u
A,PC,LUD4,BE25	1.1 u	: 	0.7 u	: 
A,PC,LUD4,BE3	: 	: 	: 	0.1 u
A,PC,LUD4,BE31	: 	: 	: 	0.6 u
A,PC,LUD4,BE33	: 	: 	: 	0.2 u
A,PC,LUD4,BG	: 	0.2 	0.2 	0.1 
A,PC,LUD4,BG3	: 	0.2 	0.2 	0.1 
A,PC,LUD4,BG31	: 	0.3 u	0.1 u	0.1 u
A,PC,LUD4,BG32	: 	0.1 u	0.1 u	0.2 u
A,PC,LUD4,BG33	: 	0.2 u	0.2 u	0.1 u
A,PC,LUD4,BG34	: 	0.3 u	0.3 u	0.1 u
A,PC,LUD4,BG4	: 	0.1 u	0.2 	0.2 u
A,PC,LUD4,BG41	: 	0.1 u	0.2 u	0.3 u
A,PC,LUD4,BG42	: 	: 	0.2 u	0.1 u
A,PC,LUD4,CY	: 	0.4 	0.3 	0.2 
A,PC,LUD4,CY0	: 	0.4 	0.3 	0.2 
A,PC,LUD4,CY00	: 	0.4 	0.3 	0.2 
A,PC,LUD4,CZ	0.4 	0.3 	0.2 	0.2 
A,PC,LUD4,CZ0	0.4 	0.3 	0.2 	0.2 
A,PC,LUD4,CZ01	: 	: 	1.2 u	3.1 u
A,PC,LUD4,CZ02	0.5 u	0.5 u	0.4 u	0.3 u
A,PC,LUD4,CZ03	0.2 u	0 u	: 	: 
A,PC,LUD4,CZ04	0.8 	0.6 	0.4 u	0.6 u
A,PC,LUD4,CZ05	0.3 u	0.3 	0.4 	0.4 u
A,PC,LUD4,CZ06	0.5 	0.3 	0.2 u	: 
A,PC,LUD4,CZ07	0.4 u	0.1 u	0.3 u	0.1 u
A,PC,LUD4,CZ08	0.4 u	0.3 u	: 	: 
A,PC,LUD4,DE	0.2 	0.2 	0.2 	0.2 
A,PC,LUD4,DE1	0 u	0.1 u	0.1 u	0.4 u
A,PC,LUD4,DE11	0.2 u	0.3 u	0.2 u	0.2 u
A,PC,LUD4,DE12	: 	: 	: 	0.6 u
A,PC,LUD4,DE13	: 	0.1 u	0.2 u	0.7 u
A,PC,LUD4,DE2	0.2 	0.1 	0.1 	0.1 
A,PC,LUD4,DE21	0.1 u	0.1 u	0.1 u	0.2 u
A,PC,LUD4,DE22	0.2 u	0.1 u	0.2 u	0.1 u
A,PC,LUD4,DE23	0.2 u	0.3 u	0.3 u	0.3 u
A,PC,LUD4,DE25	0.6 u	0.2 u	0.4 u	0.3 u
A,PC,LUD4,DE26	0.1 u	: 	: 	: 
A,PC,LUD4,DE27	0.3 u	: 	: 	: 
A,PC,LUD4,DE3	1.9 u	1.7 u	3 u	2.2 u
A,PC,LUD4,DE30	1.9 u	1.7 u	3 u	2.2 u
A,PC,LUD4,DE4	0.1 u	0.2 	0 u	0.1 u
A,PC,LUD4,DE40	0.1 u	0.2 	0 u	0.1 u
A,PC,LUD4,DE7	0 u	0 u	0 u	: 
A,PC,LUD4,DE72	: 	0.1 u	0.1 u	0.2 u
A,PC,LUD4,DE73	0.1 u	: 	: 	: 
A,PC,LUD4,DE8	0.1 u	0.1 u	0.3 	0.3 u
A,PC,LUD4,DE80	0.1 u	0.1 u	0.3 	0.3 u
A,PC,LUD4,DE9	0 u	0 u	0.1 	0.2 u
A,PC,LUD4,DE91	: 	0 u	0.1 u	0.1 u
A,PC,LUD4,DE92	: 	: 	0.1 u	0.4 u
A,PC,LUD4,DE93	0.1 u	: 	0 u	0.1 u
A,PC,LUD4,DE94	: 	: 	0.1 u	0.1 u
A,PC,LUD4,DEA	0.4 	0.5 	0.4 	0.3 
A,PC,LUD4,DEA1	1.1 u	0.7 u	0.2 u	0.5 u
A,PC,LUD4,DEA2	0.2 u	0.5 u	0.3 u	0.7 u
A,PC,LUD4,DEA3	0.7 u	0.4 u	0.4 u	0.1 u
A,PC,LUD4,DEA4	0.2 u	0.1 u	0.3 u	0.3 u
A,PC,LUD4,DEA5	0.2 u	0.8 	0.5 	0.2 u
A,PC,LUD4,DEB	0.3 	0.1 u	0.1 u	: 
A,PC,LUD4,DEB1	0.6 	0.2 u	0.2 u	: 
A,PC,LUD4,DEB3	0.2 u	: 	: 	: 
A,PC,LUD4,DEC	0.6 u	0.5 u	0.5 u	1.1 u
A,PC,LUD4,DEC0	0.6 u	0.5 u	0.5 u	1.1 u
A,PC,LUD4,DED	0.3 u	0.4 	0.5 	0.4 
A,PC,LUD4,DED2	0.6 u	0.7 	0.9 	0.2 u
A,PC,LUD4,DED4	: 	0.4 u	0.3 u	1 
A,PC,LUD4,DED5	0.4 u	: 	0.2 u	: 
A,PC,LUD4,DEE	0.3 	0.4 	0.5 	0.3 u
A,PC,LUD4,DEE0	0.3 	0.4 	0.5 	0.3 u
A,PC,LUD4,DEF	: 	: 	0 u	: 
A,PC,LUD4,DEF0	: 	: 	0 u	: 
A,PC,LUD4,DEG	0.3 u	0.5 	0.3 	0.2 u
A,PC,LUD4,DEG0	0.3 u	0.5 	0.3 	0.2 u
A,PC,LUD4,DK	0.2 	0.1 	0.1 	0.1 u
A,PC,LUD4,DK0	0.2 	0.1 	0.1 	0.1 u
A,PC,LUD4,DK01	0.2 u	: 	: 	: 
A,PC,LUD4,DK02	: 	: 	0.2 u	: 
A,PC,LUD4,DK03	0.2 u	0.3 u	0.2 u	: 
A,PC,LUD4,DK04	: 	: 	: 	0.2 u
A,PC,LUD4,DK05	0.5 u	0.3 u	0.3 u	0.2 u
A,PC,LUD4,EE	: 	: 	0 u	: 
A,PC,LUD4,EE0	: 	: 	0 u	: 
A,PC,LUD4,EE00	: 	: 	0 u	: 
A,PC,LUD4,EL	0.1 	0.2 	0.2 	0.4 
A,PC,LUD4,EL3	: 	0.6 u	0.3 u	0.1 u
A,PC,LUD4,EL30	: 	0.6 u	0.3 u	0.1 u
A,PC,LUD4,EL4	: 	0.2 u	0.1 u	0.5 
A,PC,LUD4,EL41	: 	0.6 u	0.5 u	0.2 u
A,PC,LUD4,EL42	: 	: 	: 	1.5 
A,PC,LUD4,EL43	: 	0.2 u	0.1 u	: 
A,PC,LUD4,EL5	0.1 	0.2 	0.2 	0.5 
A,PC,LUD4,EL51	0.2 u	0.4 	0.3 u	0.3 u
A,PC,LUD4,EL52	0.1 u	0.1 u	0.1 u	0.8 
A,PC,LUD4,EL53	: 	0.1 u	0.4 u	0.4 u
A,PC,LUD4,EL54	0.1 u	0.1 u	0.1 u	0.2 u
A,PC,LUD4,EL6	0.2 	0.3 	0.2 	0.2 
A,PC,LUD4,EL61	0.1 u	0.1 u	0.2 u	0.4 u
A,PC,LUD4,EL63	0.1 u	0.3 u	0.1 u	0.1 u
A,PC,LUD4,EL64	0.3 u	0.6 	0.3 u	0.3 u
A,PC,LUD4,EL65	0.3 u	0.1 u	0.1 u	0.1 u
A,PC,LUD4,ES	0.5 	0.4 	0.4 	0.4 
A,PC,LUD4,ES1	0.6 	0.2 	0.3 	0.2 
A,PC,LUD4,ES11	0.4 	0.2 	0.3 	0.2 u
A,PC,LUD4,ES12	0.6 u	0.1 u	0.1 u	: 
A,PC,LUD4,ES13	1.5 	0.5 u	0.5 u	0.6 u
A,PC,LUD4,ES2	0.3 	0.3 	0.2 	0.2 
A,PC,LUD4,ES21	0.7 u	0.3 u	0.2 u	0.2 u
A,PC,LUD4,ES22	0.4 u	0.3 u	0.2 u	0.1 u
A,PC,LUD4,ES23	: 	0.1 u	0.2 u	0.3 u
A,PC,LUD4,ES24	0.3 	0.3 	0.1 	0.2 
A,PC,LUD4,ES3	1.1 	0.9 	1 	0.8 
A,PC,LUD4,ES30	1.1 	0.9 	1 	0.8 
A,PC,LUD4,ES4	0.6 	0.5 	0.4 	0.5 
A,PC,LUD4,ES41	0.4 	0.3 	0.2 	0.2 u
A,PC,LUD4,ES42	0.4 	0.3 	0.3 	0.3 u
A,PC,LUD4,ES43	1.6 	1.2 	0.8 	1.4 
A,PC,LUD4,ES5	0.6 	0.5 	0.5 	0.3 
A,PC,LUD4,ES51	0.4 	0.5 	0.4 	0.4 u
A,PC,LUD4,ES52	0.9 	0.6 	0.7 	0.2 u
A,PC,LUD4,ES53	: 	: 	: 	0.3 u
A,PC,LUD4,ES6	0.5 	0.4 	0.4 	0.8 
A,PC,LUD4,ES61	0.5 	0.4 	0.4 	0.8 
A,PC,LUD4,ES62	0.4 u	0.4 	0.3 u	0.5 u
A,PC,LUD4,EU27_2007	: 	0.2 	0.1 	0.2 
A,PC,LUD4,EU27_2020	: 	: 	0.1 	0.2 
A,PC,LUD4,EU28	: 	: 	0.1 	0.2 
A,PC,LUD4,EU_V	0.2 	0.2 	0.2 	0.2 
A,PC,LUD4,FI	0 	0 u	0 u	0 n
A,PC,LUD4,FI1	0 	0 u	0 u	0 n
A,PC,LUD4,FI19	0 u	: 	0 u	0 n
A,PC,LUD4,FI1B	: 	: 	: 	0.1 u
A,PC,LUD4,FI1C	: 	: 	0.1 u	0 n
A,PC,LUD4,FI1D	0 	0 u	0 u	0 n
A,PC,LUD4,FI2	: 	: 	: 	0 n
A,PC,LUD4,FI20	: 	: 	: 	0 n
A,PC,LUD4,FR	0.1 	0.1 	0.1 	0.1 
A,PC,LUD4,FR1	0.3 u	0.1 u	0.3 u	0.2 u
A,PC,LUD4,FR10	0.3 u	0.1 u	0.3 u	0.2 u
A,PC,LUD4,FR2	0.1 	0.1 	0.1 	: 
A,PC,LUD4,FR21	0.1 u	0 u	0 u	: 
A,PC,LUD4,FR22	0.1 u	0.1 u	0.2 u	: 
A,PC,LUD4,FR23	0.3 u	0.2 u	0.3 u	: 
A,PC,LUD4,FR24	0 u	: 	0 u	: 
A,PC,LUD4,FR25	0.2 u	0.2 u	0.1 u	: 
A,PC,LUD4,FR26	0.1 u	0 u	0 u	: 
A,PC,LUD4,FR3	0.1 u	0.1 u	0.2 u	: 
A,PC,LUD4,FR30	0.1 u	0.1 u	0.2 u	: 
A,PC,LUD4,FR4	0.1 u	0.1 u	0.1 u	: 
A,PC,LUD4,FR41	0.1 u	0.1 u	0.1 u	: 
A,PC,LUD4,FR43	0.1 u	0.2 u	0.1 u	: 
A,PC,LUD4,FR5	0.1 	0.1 	0.2 	: 
A,PC,LUD4,FR51	0.1 u	0.1 u	0.2 	: 
A,PC,LUD4,FR52	0.2 u	0.2 u	0.2 	: 
A,PC,LUD4,FR53	0.2 u	0.1 u	0.2 u	: 
A,PC,LUD4,FR6	0.1 	0.1 	0.1 	: 
A,PC,LUD4,FR61	0.1 u	0.1 u	0.2 	: 
A,PC,LUD4,FR62	0.1 	0.1 u	0.1 u	: 
A,PC,LUD4,FR63	0.2 u	0.1 u	0 u	: 
A,PC,LUD4,FR7	0.1 	0.1 	0.1 	: 
A,PC,LUD4,FR71	0.1 	0.1 	0.1 	: 
A,PC,LUD4,FR72	: 	0.1 u	: 	: 
A,PC,LUD4,FR8	0.2 	0.1 	0.1 	: 
A,PC,LUD4,FR81	0.2 	0.1 u	0.1 u	: 
A,PC,LUD4,FR82	0 u	0.1 u	0.2 u	: 
A,PC,LUD4,FR83	0.3 u	: 	0.1 u	: 
A,PC,LUD4,FRC	: 	: 	: 	0.1 u
A,PC,LUD4,FRC2	: 	: 	: 	0.2 u
A,PC,LUD4,FRD	: 	: 	: 	0.1 u
A,PC,LUD4,FRD1	: 	: 	: 	0.1 u
A,PC,LUD4,FRE	: 	: 	: 	0.1 u
A,PC,LUD4,FRE1	: 	: 	: 	0.2 u
A,PC,LUD4,FRF	: 	: 	: 	0.1 u
A,PC,LUD4,FRF1	: 	: 	: 	0.1 u
A,PC,LUD4,FRF2	: 	: 	: 	0.1 u
A,PC,LUD4,FRF3	: 	: 	: 	0.1 u
A,PC,LUD4,FRG	: 	: 	: 	0.2 u
A,PC,LUD4,FRG0	: 	: 	: 	0.2 u
A,PC,LUD4,FRH	: 	: 	: 	0.3 u
A,PC,LUD4,FRH0	: 	: 	: 	0.3 u
A,PC,LUD4,FRI	: 	: 	: 	0.1 
A,PC,LUD4,FRI1	: 	: 	: 	0.1 u
A,PC,LUD4,FRI2	: 	: 	: 	0.1 u
A,PC,LUD4,FRI3	: 	: 	: 	0.2 u
A,PC,LUD4,FRJ	: 	: 	: 	0.1 u
A,PC,LUD4,FRJ1	: 	: 	: 	0.1 u
A,PC,LUD4,FRJ2	: 	: 	: 	0.1 u
A,PC,LUD4,FRK	: 	: 	: 	0.1 u
A,PC,LUD4,FRK1	: 	: 	: 	0.1 u
A,PC,LUD4,FRL	: 	: 	: 	0.2 u
A,PC,LUD4,FRL0	: 	: 	: 	0.2 u
A,PC,LUD4,HR	: 	: 	0.1 	0.2 u
A,PC,LUD4,HR0	: 	: 	0.1 	0.2 u
A,PC,LUD4,HR03	: 	: 	0.2 u	0.3 u
A,PC,LUD4,HR04	: 	: 	0.1 u	: 
A,PC,LUD4,HU	0.6 	0.4 	0.2 	0.1 
A,PC,LUD4,HU1	1.5 	1.4 	0.9 u	0.3 u
A,PC,LUD4,HU10	1.5 	1.4 	0.9 u	: 
A,PC,LUD4,HU12	: 	: 	: 	0.4 u
A,PC,LUD4,HU2	0.3 	0.2 u	0.1 u	0.1 u
A,PC,LUD4,HU21	0.3 u	0.2 u	0.1 u	: 
A,PC,LUD4,HU22	0.1 u	: 	: 	0.2 u
A,PC,LUD4,HU23	0.4 u	0.3 u	0.2 u	0.1 u
A,PC,LUD4,HU3	0.7 	0.4 	0.2 	0.1 u
A,PC,LUD4,HU31	0.6 	0.2 u	0.3 u	0.2 u
A,PC,LUD4,HU32	0.7 	0.5 	0.1 u	0.1 u
A,PC,LUD4,HU33	0.8 	0.4 	0.3 u	0.1 u
A,PC,LUD4,IE	0 u	0.1 	0.1 u	: 
A,PC,LUD4,IE0	0 u	0.1 	0.1 u	: 
A,PC,LUD4,IE01	: 	0.1 	0.1 u	: 
A,PC,LUD4,IE02	0 u	0.2 u	0.1 u	: 
A,PC,LUD4,IT	0.1 	0.1 	0.1 	0.4 
A,PC,LUD4,ITC	0.1 u	0.1 	0.1 u	0.1 
A,PC,LUD4,ITC1	0 u	0.1 u	0 u	0.1 u
A,PC,LUD4,ITC3	: 	0.3 u	: 	0.1 u
A,PC,LUD4,ITC4	0.1 u	0.1 u	0.1 u	0.2 u
A,PC,LUD4,ITF	0.1 u	0.1 	0.2 	0.3 
A,PC,LUD4,ITF1	: 	0.1 u	0.3 u	: 
A,PC,LUD4,ITF2	0.4 u	: 	0.7 u	0.5 
A,PC,LUD4,ITF3	0.2 u	0.2 u	0.2 u	0.2 u
A,PC,LUD4,ITF4	: 	: 	: 	0.7 
A,PC,LUD4,ITF5	0.1 u	0.4 u	0.5 	0.3 u
A,PC,LUD4,ITF6	: 	0.1 u	0.1 u	: 
A,PC,LUD4,ITG	0.1 u	0 u	0.1 	0.3 
A,PC,LUD4,ITG1	0.1 u	0 u	0.1 u	0.5 
A,PC,LUD4,ITG2	0.1 u	0 u	0.2 	: 
A,PC,LUD4,ITH	0.2 	0.1 	0.1 	0.9 
A,PC,LUD4,ITH1	0.1 u	: 	: 	0.1 u
A,PC,LUD4,ITH2	0.3 u	0.1 u	: 	1.1 
A,PC,LUD4,ITH3	0.1 u	: 	: 	: 
A,PC,LUD4,ITH4	0.1 u	0.1 u	0.1 u	1.5 
A,PC,LUD4,ITH5	0.2 u	0.2 u	0.2 u	1.5 
A,PC,LUD4,ITI	0.2 	0.1 u	0.1 	0.3 u
A,PC,LUD4,ITI1	0.3 u	0.1 u	0.1 u	0.1 u
A,PC,LUD4,ITI2	: 	: 	0.1 u	: 
A,PC,LUD4,ITI3	: 	0.1 u	0.1 u	: 
A,PC,LUD4,ITI4	0.2 u	0.2 u	0.1 u	0.7 u
A,PC,LUD4,LT	0.1 u	0.1 u	0 u	: 
A,PC,LUD4,LT0	0.1 u	0.1 u	0 u	: 
A,PC,LUD4,LT00	0.1 u	0.1 u	0 u	: 
A,PC,LUD4,LU	0.3 u	0.4 u	: 	0.2 u
A,PC,LUD4,LU0	0.3 u	0.4 u	: 	0.2 u
A,PC,LUD4,LU00	0.3 u	0.4 u	: 	0.2 u
A,PC,LUD4,LV	0.2 	0.1 u	0 u	: 
A,PC,LUD4,LV0	0.2 	0.1 u	0 u	: 
A,PC,LUD4,LV00	0.2 	0.1 u	0 u	: 
A,PC,LUD4,NL	0.2 	0.3 	0.5 	0.3 
A,PC,LUD4,NL1	0.2 u	0.3 u	0.4 u	0.3 u
A,PC,LUD4,NL11	: 	: 	: 	0 n
A,PC,LUD4,NL12	: 	: 	: 	0 n
A,PC,LUD4,NL13	0.6 u	1 u	1.3 u	0.9 u
A,PC,LUD4,NL2	0.3 u	0.6 u	0.4 u	0.2 u
A,PC,LUD4,NL21	: 	: 	: 	0 n
A,PC,LUD4,NL22	0.7 u	0.5 u	0.9 u	0.4 u
A,PC,LUD4,NL23	: 	1.8 u	: 	0.2 u
A,PC,LUD4,NL3	: 	: 	0.8 u	0.5 u
A,PC,LUD4,NL31	: 	: 	: 	0 n
A,PC,LUD4,NL32	: 	: 	2.5 u	0.7 u
A,PC,LUD4,NL33	: 	: 	: 	0.2 u
A,PC,LUD4,NL34	: 	: 	: 	0.9 u
A,PC,LUD4,NL4	0.2 u	0.5 u	0.6 u	0.1 u
A,PC,LUD4,NL41	0.3 u	0.7 u	0.8 u	0.2 u
A,PC,LUD4,NL42	: 	: 	: 	0 n
A,PC,LUD4,PL	0.1 	0.2 	0.1 	0.1 
A,PC,LUD4,PL1	0.1 u	0.2 	0.2 	: 
A,PC,LUD4,PL11	0.1 u	0.2 u	0.1 u	: 
A,PC,LUD4,PL12	0.1 u	0.2 	0.2 	: 
A,PC,LUD4,PL2	0.1 u	0.4 	0.2 	0.1 u
A,PC,LUD4,PL21	0.1 u	0.3 u	0.2 u	0.1 u
A,PC,LUD4,PL22	0.1 u	0.5 	0.3 u	0.1 u
A,PC,LUD4,PL3	0.1 	0.1 u	0.1 	: 
A,PC,LUD4,PL31	0.1 u	0.1 u	0.1 u	: 
A,PC,LUD4,PL32	0.1 u	0.1 u	0.2 u	: 
A,PC,LUD4,PL33	0.4 u	0.1 u	0.1 u	: 
A,PC,LUD4,PL4	0.1 u	0.1 u	0.1 u	: 
A,PC,LUD4,PL41	0.2 u	0.1 u	0.1 u	: 
A,PC,LUD4,PL42	: 	0.1 u	0.1 u	: 
A,PC,LUD4,PL5	0.1 u	0.2 	0.2 u	0.1 u
A,PC,LUD4,PL51	0.1 u	0.2 u	0.2 u	0.1 u
A,PC,LUD4,PL52	0.2 u	0.3 u	0.1 u	0.1 u
A,PC,LUD4,PL6	0.2 	0.2 	0.2 	: 
A,PC,LUD4,PL61	0.3 u	0.3 u	0.2 u	: 
A,PC,LUD4,PL62	0.1 u	0.1 u	0 u	: 
A,PC,LUD4,PL63	0.3 u	0.2 u	0.3 	: 
A,PC,LUD4,PL7	: 	: 	: 	0.1 u
A,PC,LUD4,PL72	: 	: 	: 	0.3 u
A,PC,LUD4,PL8	: 	: 	: 	0.1 u
A,PC,LUD4,PL81	: 	: 	: 	0.3 u
A,PC,LUD4,PL82	: 	: 	: 	0.1 u
A,PC,LUD4,PT	0.2 	0.1 	0.2 	0.2 
A,PC,LUD4,PT1	0.2 	0.1 	0.2 	0.2 
A,PC,LUD4,PT11	: 	0.2 u	0.3 	0.2 u
A,PC,LUD4,PT15	: 	0.2 u	0.3 u	0.8 
A,PC,LUD4,PT16	0.3 	0.2 	0.1 u	0.4 
A,PC,LUD4,PT17	: 	: 	: 	0.1 u
A,PC,LUD4,PT18	0.2 u	0.1 u	0.2 u	: 
A,PC,LUD4,RO	: 	0 	0.1 	0.1 
A,PC,LUD4,RO1	: 	0.1 u	0.1 u	0.1 u
A,PC,LUD4,RO11	: 	0.1 u	0.2 u	: 
A,PC,LUD4,RO12	: 	0.1 u	0 u	0.1 u
A,PC,LUD4,RO2	: 	0 u	0 u	0.1 u
A,PC,LUD4,RO21	: 	: 	0 u	: 
A,PC,LUD4,RO22	: 	0 u	0 u	0.1 u
A,PC,LUD4,RO4	: 	0 u	0.1 u	0.1 
A,PC,LUD4,RO41	: 	0 u	0.1 u	0.1 u
A,PC,LUD4,RO42	: 	0 u	0 u	: 
A,PC,LUD4,SE	0 	0 	0 	: 
A,PC,LUD4,SE1	0.1 	0 u	0 u	0.1 u
A,PC,LUD4,SE11	0.5 u	: 	: 	0.1 u
A,PC,LUD4,SE12	0.1 	0 u	0 u	: 
A,PC,LUD4,SE2	0.1 	0.1 	0.1 u	0.1 
A,PC,LUD4,SE21	0.1 u	0.1 u	0 u	0.1 u
A,PC,LUD4,SE22	: 	: 	0.1 u	0.2 u
A,PC,LUD4,SE23	0 u	0.2 u	0.1 u	: 
A,PC,LUD4,SE3	0 u	0 u	0 u	: 
A,PC,LUD4,SE32	: 	: 	0 u	: 
A,PC,LUD4,SE33	0 u	0 u	0 u	: 
A,PC,LUD4,SI	0.1 u	0.1 u	0 u	0.2 
A,PC,LUD4,SI0	0.1 u	0.1 u	0 u	0.2 u
A,PC,LUD4,SI03	: 	: 	: 	0.1 u
A,PC,LUD4,SI04	0.2 u	0.4 u	0.1 u	0.4 u
A,PC,LUD4,SK	0.2 	0.3 	0.3 	0.2 
A,PC,LUD4,SK0	0.2 	0.3 	0.3 	0.2 u
A,PC,LUD4,SK01	: 	0.2 u	0.5 u	: 
A,PC,LUD4,SK02	0.3 u	0.4 u	0.2 u	0.3 u
A,PC,LUD4,SK03	0.2 u	0.1 u	: 	: 
A,PC,LUD4,SK04	0.1 u	0.4 	0.6 	0.2 u
A,PC,LUD4,UK	0.3 	0.2 	0.2 	0.2 
A,PC,LUD4,UKC	0.8 	0.1 u	0.2 u	0.2 u
A,PC,LUD4,UKC1	2.2 	0.3 u	0.7 u	0.5 u
A,PC,LUD4,UKD	0.6 	0.3 u	0.7 	0.3 u
A,PC,LUD4,UKD1	0.1 u	: 	: 	: 
A,PC,LUD4,UKD3	1.2 u	: 	2.8 u	3.1 u
A,PC,LUD4,UKD4	1.8 u	1 u	1.5 u	: 
A,PC,LUD4,UKD6	: 	0.2 u	: 	: 
A,PC,LUD4,UKD7	: 	1.8 u	1.8 u	: 
A,PC,LUD4,UKE	0.8 	0.6 	0.6 	0.5 u
A,PC,LUD4,UKE1	0.4 u	0.3 u	0.2 u	0.2 u
A,PC,LUD4,UKE2	0.2 u	0.2 u	0.2 u	0.1 u
A,PC,LUD4,UKE3	1.1 u	: 	0.3 u	0.7 
A,PC,LUD4,UKE4	3.5 	3.1 	2.9 u	2.6 u
A,PC,LUD4,UKF	0.3 	0.4 u	0.1 u	0.1 u
A,PC,LUD4,UKF1	0.7 u	0.4 u	: 	: 
A,PC,LUD4,UKF2	0.3 u	0.8 u	0.3 u	0.3 u
A,PC,LUD4,UKG	0.1 u	0.3 	0.5 u	0.4 u
A,PC,LUD4,UKG1	0.3 u	0.3 u	0.5 u	0.3 u
A,PC,LUD4,UKG2	: 	0.5 u	0.5 u	0.5 u
A,PC,LUD4,UKH	0.3 u	0.1 u	0.2 u	0.2 u
A,PC,LUD4,UKH1	0.1 u	0.1 u	0.1 u	0.2 u
A,PC,LUD4,UKH2	: 	: 	: 	0.5 u
A,PC,LUD4,UKH3	1.5 u	0.2 u	1 u	: 
A,PC,LUD4,UKI	: 	1.7 u	1 u	0.8 u
A,PC,LUD4,UKI5	: 	: 	: 	2.7 u
A,PC,LUD4,UKI6	: 	7.6 u	4.5 u	: 
A,PC,LUD4,UKJ	0.2 u	0.3 u	0.2 u	0.1 u
A,PC,LUD4,UKJ1	0.1 u	0.2 u	0.3 u	: 
A,PC,LUD4,UKJ2	: 	0.3 u	0.3 u	0.2 u
A,PC,LUD4,UKJ3	0.8 u	0.5 u	: 	0.1 u
A,PC,LUD4,UKJ4	: 	: 	: 	0.3 u
A,PC,LUD4,UKK	0.4 	0.2 u	0.2 u	0.3 
A,PC,LUD4,UKK1	0.2 u	0.3 u	0.3 u	: 
A,PC,LUD4,UKK2	0.3 u	: 	0.2 u	0.1 u
A,PC,LUD4,UKK3	0.9 u	0.4 u	0.6 u	1.7 
A,PC,LUD4,UKK4	0.3 u	0.2 u	: 	: 
A,PC,LUD4,UKL	0.1 u	0.1 u	0.1 u	0.3 
A,PC,LUD4,UKL1	0.2 u	0.1 u	0.1 u	0.2 u
A,PC,LUD4,UKL2	: 	: 	: 	0.3 
A,PC,LUD4,UKM	0.1 	0.1 	0.1 u	0.1 
A,PC,LUD4,UKM2	0.3 u	0.2 u	0.2 u	: 
A,PC,LUD4,UKM3	0.3 u	: 	: 	: 
A,PC,LUD4,UKM5	: 	: 	: 	0.1 u
A,PC,LUD4,UKM6	0 u	0.1 u	0 u	0.1 u
A,PC,LUD4,UKM9	: 	: 	: 	0.3 
A,PC,LUD4,UKN	0.1 u	0.1 u	0.2 u	: 
A,PC,LUD4,UKN0	0.1 u	0.1 u	0.2 u	: 
